Fecha,Texto
2019-01-27 20:32:09,"Este fin de semana, alumnos y profesores de @ua_school hemos estado participando en la #globalgamejam en la sede de Valencia en @lasnaves , participando en este evento consistente en desarrollar videojuegos durante 48 horas seguidas. Muchas gracias y felicitaciones a los alumnos de los masters en desarrollo, programación y arte conceptual que han defendido sus proyectos como campeones!"
2019-01-20 19:56:19,"Anteriormente esta semana, en clases de @ua_school, impartiendo el master de programación de videojuegos"
2019-01-19 21:49:27,"Nuevo curso publicado en LinkedIn Learning! En esta ocasión, Novedades de Maya 2019 - puedes encontrarlo en este enlace: https://es.linkedin.com/learning/novedades-maya-2019/descubre-las-novedades-de-maya-2019?autoplay=true&trk=course_preview&upsellOrderOrigin=trk_default_learning"
2019-01-02 19:30:02,"Proyecto de visión stereo. En este desarrollo se aplica un algoritmo de cálculo mediante el cual, a partir de un par de vistas estereoscópicas, se obtiene un cálculo de la profundidad de cada uno de los puntos de la imagen. En este proyecto se presenta el cálculo de las distancias como un mapa de profundidad, una imagen en la que los puntos más claros son los más cercanos a la cámara, y los más oscuros son los más lejanos. La visión estereoscópica es importante en el contexto de la inteligencia artificial, ya que permite a los sistemas inteligentes conocer su entorno y saber con precisión qué es lo que tienen delante, de forma previa a su procesamiento y toma de decisiones. Este proyecto forma parte de los ejercicios del curso de inteligencia artificial - https://jocarsa.com/curso-de-inteligencia-artificial"
2018-12-24 22:12:49,
2018-12-16 16:33:19,"Resultado de una de las clases de inteligencia artificial impartidas esta semana, donde el sistema parecía haber creado un lenguaje basado en ideogramas similar al chino o japonés, aunque curiosamente el ejercicio no era de procesamiento de lenguaje sino de visión artificial. Pero quedó curioso! De esto a skynet, solo un par de pasos... 😂"
2018-11-17 14:04:22,"En clase hoy, creación de iconos animados con #Photoshop en @Ensenyem"
2018-11-17 09:57:34,"La clase de ayer de #photoshop en @ensenyem se nos fue un poco de las manos, empezamos fotografiando proyecciones de caras con el cañón proyector del aula, y acabamos rediseñando mi logo en base a la silueta de mi perfil 😂"
2018-11-10 12:32:46,"En clase de #photoshop en @ensenyem , retoque fotográfico de retratos"
2018-11-10 10:32:13,"Hoy en clase de #Photoshop en @ensenyem , fotomontaje y maquetación de la portada de un disco (ahora solo me falta sacar el disco 😂)"
2018-11-09 19:41:20,"Hoy aparezco en las redes sociales de @capitolempresa , donde imparto clases en ciclos formativos 😊👍 Muchas gracias a @bocartditodelimon por la foto!"
2018-11-09 12:56:22,"En clase hoy, programación de aplicaciones de reconocimiento facial usando redes neuronales"
2018-11-03 12:28:53,"Como no todos los días hay un biopic de Queen en los cines, aquí va mi pequeño tributo en forma de cover acustico - Love Of My Life, una canción de Freddie Mercury de 1975, en un arreglo basado en la interpretación de Nuno Bettencourt (otro grande) en el concierto homenaje de 1992 - vídeo grabado en las instalaciones de @ua_school , donde doy clase de programación de videojuegos y realidad virtual para arquitectura"
2018-10-30 21:47:19,Microphone... @ua_school
2018-10-26 21:46:04,"En clase hoy, trabajando con formas vectoriales en #photoshop , en @ensenyem"
2018-10-22 11:51:07,"En clase la semana pasad, maquetacion de una newsletter con #Photoshop en @ensenyem"
2018-10-19 21:15:59,"En clase hoy, primera sesión del curso de #Photoshop en @ensenyem"
2018-10-16 20:11:39,"Hoy en el salón de actos de la Escuela Técnica Superior de Ingeniería del Diseño (ETSID) de la Universidad Politécnica de Valencia, mostrando a los alumnos de segundo de diseño industrial tecnologías de prototipado electrónico y técnicas de modelado para diseño de producto e impresión 3d"
2018-10-16 19:56:59,"Calentando para la sesión que he impartido en el salón de actos de la escuela de diseño industrial en la universidad politécnica de valencia y, ¿que he encontrado al llegar? SEEEE UN PIANO!!!!!! Y como no, de cabeza que me he lanzado 😊 - Un poco triste el auditorio vacío, pero faltaba media hora para que empezara el evento (que por otra parte iba de prototipado electrónico aplicado al diseño industrial, no de oírme tocar 😂)"
2018-10-12 08:07:37,Ya he recibido el nuevo pin de @ua_school y es sencillamente adorable! 😊
2018-10-06 12:00:34,"En clase hoy, diseño de producto 3d con #rhinoceros3d en @ensenyem"
2018-09-23 16:03:50,Casi otoño...
2018-08-29 19:38:18,"Y digo yo, ¿qué mejor y más surrealista manera de volver de vacaciones que tocando una de Queen (de quien si no) en un piano de cola blanco en medio de un aeropuerto en Paris? - lastima que la calidad del audio no sea muy buena..."
2018-08-10 21:51:43,"En el vídeo semanal del curso 3d, producto y arquitectura en LinkedIn Learning, esta semana: Aplicación de técnicas  y tecnologías de escultura digital - https://es.linkedin.com/learning/3d-producto-y-arquitectura-trucos-semanales/767460?autoplay=true&trk=course_preview&upsellOrderOrigin=course_title"
2018-08-05 16:02:48,"Sigo de vacaciones, hoy con un ensayo parcial con @els_queeners - siempre es un buen momento para un poco de bohemian rhapsody!"
2018-08-05 15:19:12,"En el ensayo estival de hoy con @els_queeners , Airus nos ha regalado unas maravillosas miniaturas temáticas!!! La mia es la de Slash 😘"
2018-08-03 07:39:28,"Aunque ya estoy de vacaciones, puedes seguir las nuevas publicaciones semanales de la serie de 3d, producto y arquitectura, serie semanal en LinkedIn Learning. Esta semana, diferencias entre el modelado de superficies y el modelado de mallas poligonales - https://es.linkedin.com/learning/3d-producto-y-arquitectura-trucos-semanales/diferencias-entre-modelado-con-superficies-y-poligonal?autoplay=true&trk=course_tocItem&upsellOrderOrigin=seo_pp_d_cymbii_m015%3Aa001_learning"
2018-07-27 16:29:10,"En clase hoy, recogiendo el resultado del ejercicio enviado a imprenta. En este curso de #photoshop , fueron unas tarjetas. @ensenyem"
2018-07-27 09:29:13,"En clase hoy, reconocimiento y extracción de características básicas de imágenes como parte del proceso de visión artificial usando redes neuronales"
2018-07-25 16:52:32,"En clase hoy, foto montaje con #Photoshop en @Ensenyem"
2018-07-24 11:57:22,"En clase hoy, composición no destructiva con #Photoshop en @Ensenyem"
2018-07-21 21:50:08,"En clase esta semana, visualización de pesos en una red neural"
2018-07-20 19:39:24,"El vídeo de esta semana: representación de producto con hdri de estudio, del curso de 3D: Producto y arquitectura. Trucos semanales en LinkedIn Learning: https://es.linkedin.com/learning/3d-producto-y-arquitectura-trucos-semanales/representacion-de-producto-con-hdri-de-estudio?autoplay=true&trk=course_tocItem&upsellOrderOrigin=course_title"
2018-07-11 18:51:07,"En clase hoy, arquitectura interactiva con #unrealengine4"
2018-07-10 13:58:34,"En clase hoy, edición de imágenes no destructiva con #photoshop en @ensenyem"
2018-07-07 20:27:10,"Por fin ya podéis disfrutar de la serie de vídeos semanales que he creado para LinkedIn Learning acerca de 3D: Producto y arquitectura. Trucos semanales. En esta serie muestro una serie de trucos y técnicas imprescindibles para cualquier profesional de la Infografía 3d. Esta semana, diferencias entre motores de Render biased y unbiased. Puedes verlo en: https://www.linkedin.com/learning/3d-producto-y-arquitectura-trucos-semanales?u=104"
2018-07-07 17:14:20,"En clase hoy, arquitectura interactiva virtual con #unrealengine4"
2018-07-06 16:39:46,"En clase hoy, segundo día del curso de Photoshop en @ensenyem"
2018-07-06 10:54:05,"En clase hoy, introducción a la programación de redes neurales"
2018-07-03 13:32:55,"En clase hoy, primera sesión del curso de Photoshop en @ensenyem"
2018-06-20 20:34:59,"Nuevo video del espectacular proyecto de juego de simulación espacial de Salvador Lledó Barrena, alumno del master de Programación De Videojuegos de @aulatematica_vga"
2018-06-17 22:50:51,Empezando la semana con modelado orgánico basado en loops con #blender3d y Render con #blendercycles
2018-06-15 08:36:18,"En clase hoy, finalizando una formación empresa en @capitolempresa"
2018-06-12 21:32:20,"Diez años ya del concierto como músico de sesión con Andor Hard Rock, en semifinal del Sonaladipu, retransmitido por Punt2 y como teloneros de Dover - siempre un placer tocar con mi amigo Airus! Vídeo completo en: https://m.youtube.com/watch?v=pnyr0gBqPHM"
2018-06-01 23:58:12,"En clase hoy, simulación de telas en 3d con Blender y representación con Cycles"
2018-05-31 14:22:40,"En clase hoy, desarrollo de un programa de visión artificial para detección de movimiento y reconocimiento de formas"
2018-05-30 20:24:16,"En un descanso de clase hoy, coreografiando un duelo de sables láser más falso que un duro de cartón, en @aulatematica_vga"
2018-05-29 20:54:18,"En clase hoy, haciendo un juego de sables láser así de repente como quien no quiere la cosa, en el Master de programación de videojuegos en @aulatematica_vga - y claro, en realidad virtual"
2018-05-29 09:35:47,"En clase hoy, programacion de un sistema de percepción de la profundidad a partir de un par estereoscopico, con un algoritmo de barrido incremental en espiral"
2018-05-28 12:05:31,"En clase hoy, agrupación automática de conjuntos de datos usando técnicas de clustering con redes neuronales"
2018-05-26 21:34:21,"Esta semana pasada, en clase, renderizado con Cycles en Blender"
2018-05-25 19:15:09,"En clase hoy, modelado con #rhinoceros3d en @ensenyem"
2018-05-23 11:02:39,"En clase hoy, inicio del tercer ejercicio del curso de inteligencia artificial con la aplicación de técnicas de Machine Learning al campo de la visión artificial - iniciando la fase de auto entrenamiento no supervisado"
2018-05-22 17:02:58,"En clase hoy, realidad virtual aplicada a la arquitectura con HTC Vive y #unrealengine4 en @aulatematica_vga"
2018-05-21 16:33:44,Ejercicio 2 del curso de Machine Learning: auto-entrenando a un bot para que encuentre un objetivo evitando colisionar con las paredes
2018-05-21 09:37:38,"En clase hoy, resultado del primer ejercicio del curso de inteligencia artificial y Machine Learning, con una búsqueda del camino más corto en base a pruebas de ensayo y error, y selección del mejor candidato"
2018-05-18 19:11:16,"En clase hoy, modelado con Blender y representación con Cycles en @mgvcolor"
2018-05-18 19:09:44,"Hoy en clase en @ensenyem , seguimos en el curso de modelado para arquitectura con Rhinoceros"
2018-05-15 10:42:05,"En clase hoy, primera sesión del curso de inteligencia artificial y Machine Learning"
2018-05-14 18:39:21,"Hoy en @aulatematica_vga , trabajando con los alumnos del master de arquitectura interactiva los de programación de videojuegos en técnicas de realidad virtual"
2018-05-14 12:53:33,Curso online de robótica con Arduino e impresión 3D - https://jocarsa.com/curso-de-robotica-construye-tu-propio-robot-con-arduino-e-impresion-3d #arduino #robot
2018-05-12 09:39:20,"En clase hoy, modelado arquitectónico con #rhinoceros3d en @ensenyem"
2018-05-08 12:16:34,"En clase hoy, finalización del curso de Photoshop en @ensenyem"
2018-05-07 13:25:07,"En clase hoy, finalización del curso a empresa de representación 3d con Vray en @ensenyem"
2018-05-04 18:51:34,"En clase hoy, primera sesión del curso de #rhinoceros3d para arquitectura en @ensenyem"
2018-05-04 18:38:50,"En clase de Photoshop hoy, haciendo el unboxing de las tarjetas que la semana pasada enviamos a la imprenta - Gracias a @coffeemaria_"
2018-04-27 11:41:19,"En clase hoy, Render de espacios con Vray en @ensenyem"
2018-04-26 11:59:01,"En clase hoy, fotografía hdr con teléfonos móviles y Photoshop en @ensenyem"
2018-04-25 11:31:05,"En clase hoy, render foto realista con Vray en @ensenyem"
2018-04-24 11:19:06,"En clase hoy, creando mockups web con Photoshop en @ensenyem"
2018-04-24 10:48:51,"En clase hoy, volviendo a los 80 con filtros de Photoshop en @ensenyem"
2018-04-19 11:30:35,"En clase hoy, 3D en Photoshop en @ensenyem"
2018-04-13 11:38:55,"En clase hoy, Render con vray y 3dsmax en @ensenyemacademia"
2018-04-12 12:03:27,"En clase hoy, seguimos con Photoshop en @ensenyem"
2018-04-10 11:37:57,"En clase hoy, photoshopeando un poco... en @ensenyem"
2018-04-06 17:04:27,Día de aeropuertos...
2018-04-06 08:18:03,"Finalizando mi estancia en las oficinas en Austria de LinkedIn Learning, con la grabación en el estudio de las presentaciones de las nuevas acciones formativas que podréis disfrutar dentro de poco tiempo"
2018-03-31 10:28:22,Pasando unos días en las oficinas de LinkedIn en Austria creando nuevos e interesantes proyectos formativos
2018-03-28 07:31:08,Primera parada... Frankfurt!
2018-03-27 19:36:27,Foto en un momento de la Masterclass de hoy en @aulatematica_vga acerca de realidad virtual para arquitectura
2018-03-23 12:31:56,Finalizando el curso de diseño 3d de mobiliario con #rhinoceros3d en @ensenyemacademia
2018-03-20 12:46:41,"En clase hoy, tercera sesión del curso de modelado de mobiliario con #rhinoceros3d en @ensenyemacademia"
2018-03-16 12:47:41,Segunda sesión del curso de modelado de mobiliario con #rhinoceros3d en @ensenyemacademia
2018-02-24 21:27:39,Una foto de la conferencia en @heroes_comiccon en @feriavalencia sobre como se programan los videojuegos con @aulatematica_vga - Gracias a todos los que habéis asistido!
2018-02-22 21:11:53,Este sábado de 20 a 21 estaré ofreciendo una conferencia en Heroes Comic Con en @feriavalencia con @aulatematica_vga acerca de cómo se programan los videojuegos
2018-02-14 13:15:39,Meta-Foto!
2018-02-12 18:38:28,"En clase hoy, fotografía de producto y tratamiento digital de la imagen en el Master de marketing y logística en @capitolempresa"
2018-02-10 22:15:24,Primera foto del concierto de esta noche como guitarrista invitado del grupo @silenciodecorchea
2018-02-10 07:42:04,Todo preparado para esta noche...
2018-02-07 13:50:52,"En clase hoy, seguimos con aplicación de la realidad virtual a videojuegos, disfrutando un poco del tiro con arco :-) en @aulatematica_vga"
2018-02-06 23:34:07,"Resultado del ejercicio de los cursos de modelado, rigging, animación y pelo para personajes con 3dsmax 2018 generados para LinkedIn Learning"
2018-02-06 09:53:55,"En clase ayer por la mañana, aplicación de la realidad virtual al sector de los videojuegos en @aulatematica_vga"
2018-01-30 15:50:41,Creación de un software de mapa de calor en base a la información del tráfico recogido por una cámara estándar
2018-01-28 18:44:09,"Grabación en vídeo del juego que he desarrollado en la Global Game Jam 2018, probado con cuatro jugadores (cuatro alumnos que me han ayudado con la prueba de carga y la grabación) en los momentos previos a la presentación oficial. Básicamente, juego multijugador isometrico a través de un navegador web. Eliges un equipo: infectado o superviviente. Los infectados tienen que transmitir su virus a los supervivientes, y estos a su vez tienen que intentar curar a los infectados. En los próximos días publicaré una versión accesible y abierta para que cualquier persona lo pueda probar."
2018-01-27 18:06:35,Seguimos en la global Game Jam 2018 - ya sólo quedan 24 horas!
2018-01-26 18:42:48,"Empezando participación, mentoría y siempre echando un cable a mis alumnos de @aulatematica_vga en la Global Game Jam 2018 - este año llenazo absoluto!!"
2018-01-25 17:51:00,Disfrutando infinitamente dibujando algo kawaii con las nuevas Wacom Cintiq de chorrocientas pulgadas en @aulatematica_vga
2018-01-08 20:18:21,Ya está publicado mi curso de rigging con 3dsmax 2018 en LinkedIn Learning! Imprescindible para aprender a riggear personajes en 3d - disponible aquí: https://www.linkedin.com/learning/3ds-max-2018-rigging-de-personajes-cartoon/presentacion-del-curso-3ds-max-2018-rigging-de-personajes-cartoon
2017-12-21 13:11:55,"Mucho orgullo de profesor esta mañana en la exposición de proyectos finales de los masters de videojuegos (programación, grafismo, Concept art, arquitectura) de @aulatematica_vga y recogida de diplomas por parte de los alumnos en la filmoteca de Valencia - en la foto junto a @juanbasfores profesor de grafismo y @jorgemomparler profesor de Concept art"
2017-12-11 15:15:22,Recibiendo el libro Fundamentos de Branding de manos del propio autor @javiercasanoves - www.fundamentosdebranding.com
2017-11-25 11:46:22,"En clase hoy, lectura y escritura de archivos con C++"
2017-11-25 11:42:58,"En clase hoy, diseño de mobiliario con #rhino3d en @ensenyemacademia"
2017-11-20 21:17:37,"En clase hoy, fundamentos de programación en C en @ensenyemacademia"
2017-11-15 16:16:06,Proyecto de clase realizado por los alumnos en la segunda semana del master de programación de videojuegos @aulatematica_vga
2017-11-13 20:44:25,"En clase hoy, programación de videojuegos en @aulatematica_vga"
2017-11-13 19:28:43,"En clase hoy, fundamentos de programación en C++ en @ensenyemacademia"
2017-11-12 19:11:46,"Esta mañana, concierto en la calle con @els_queeners en #benimarket - muchas gracias a todos los que habéis venido"
2017-11-11 12:39:02,"En clase hoy, modelado de mobiliario con #rhinoceros3d en @ensenyemacademia"
2017-11-04 12:47:26,"En clase hoy, diseño de mobiliario con #rhinoceros3d en @ensenyemacademia"
2017-11-04 10:47:08,"En clase hoy, diseño de mobiliario con #rhinoceros3d en @ensenyemacademia"
2017-10-29 17:03:11,Preparando el siguiente concierto de @els_queeners
2017-10-25 19:04:09,"En clase hoy, diseño 3D generativo de luminarias colgantes con #rhinoceros3d y #grasshopper3d en @ensenyemacademia"
2017-10-24 15:48:26,"En clase hoy, diseño 3D generativo de proyectos de iluminación con #rhinoceros3d y #grasshopper3d en @ensenyemacademia"
2017-10-23 18:01:29,"En clase hoy, diseño 3D generativo de proyectos de iluminación con #rhinoceros3d y #grasshopper3d en @ensenyemacademia"
2017-10-16 18:49:17,Finalización del curso de #rhinoceros3d y #maxwellrender para joyería en @ensenyemacademia
2017-10-16 18:31:23,Modelado y render conceptual de automocion con #blender3d y #blendercycles
2017-10-16 18:23:55,"En clase hoy, modelado orgánico con #rhinoceros3d y render con #maxwellrender en @ensenyemacademia"
2017-10-14 18:09:32,Más fotos del concierto del fin de semana pasado con @silenciodecorchea y @els_queeners en @fusionartespacio foto de @Maria_tornero_photographe
2017-10-14 11:32:12,"En mi clase de hoy, diseño 3D y rénder de joyería con #rhinoceros3d y #maxwellrender en @ensenyemacademia"
2017-10-14 09:20:01,"En clase hoy, diseño 3d de joyería con #rhinoceros3d, #grasshopper3d y #maxwellrender en @ensenyemacademia"
2017-10-11 18:55:53,"En clase hoy, diseño generativo de luminarias con #rhinoceros3d y #grasshopper3d en @ensenyemacademia"
2017-10-10 20:57:50,"En clase hoy, diseño de productos de iluminación con técnicas de modelado generativo con #rhinoceros3d y #grasshopper3d en @ensenyemacademia"
2017-10-10 12:05:41,"En clase hoy, render por canales con Maxwell en @ensenyemacademia"
2017-10-10 10:01:13,"En clase hoy, revisión de los ejercicios realizados hasta el momento en el curso de modelado y render de joyería con Rhinoceros y maxwell en @ensenyemacademia"
2017-10-08 15:33:10,Más fotos del concierto acústico de ayer con @silenciodecorchea y @els_queeners en @fusionartespacio
2017-10-07 23:51:54,Probando sonido en @fusionartespacio para el concierto doble acústico con @silenciodecorchea y @els_queeners
2017-10-07 23:40:53,Concierto acústico en @fusionartespacio con @els_queeners
2017-10-06 15:15:46,"En clase hoy, Render fotorrealista con Maxwell, con @ignotadesign en @ensenyemacademia"
2017-10-03 12:15:10,"En clase hoy, render con Maxwell sobre Rhinoceros en @ensenyemacademia"
2017-09-30 20:32:43,Probando Moment Of Inspiration 3.x con proyectos previamente modelados en Rhinoceros. De momento... peazo de programa :-)
2017-09-30 10:57:26,"En clase hoy, diseño 3d generativo de joyería con Rhinoceros y Grasshopper, y tender en Maxwell en @ensenyemacademia"
2017-09-29 19:09:28,"En clase hoy, diseño 3d y render de joyería orgánica con Rhinoceros y Maxwell en @ensenyemacademia"
2017-09-29 13:04:21,"Ya no queda casi nada para el siguiente concierto de @els_queeners , en esta ocasión acústico, y presentando el disco de @silenciodecorchea"
2017-09-23 11:57:13,"En clase de hoy, materiales para joyería en 3d con Rhinoceros y Maxwell Render en @ensenyemacademia"
2017-09-22 19:00:21,"En clase hoy, modelando joyeros en 3d con Rhinoceros en @ensenyemacademia"
2017-09-22 17:09:46,Ummmm cuerdas nuevas!
2017-09-19 17:49:50,Nuevo curso en LinkedIn Lerning: 3dsmax 2018: modelado de personajes cartoon - https://www.linkedin.com/learning/3ds-max-2018-modelado-de-personajes-cartoon
2017-09-15 18:49:00,"En clase hoy, modelado y representación de proyectos de joyería con Rhinoceros y Maxwell Render en @ensenyemacademia"
2017-09-12 20:01:07,"Hoy, taller de Arduino para los alumnos de Diseño Industrial en la UPV con @victorcloquell"
2017-09-08 12:15:04,Ya podéis visitar mi perfil actualizado como formador en video2brain - Linkedin Learning - https://www.video2brain.com/es/formadores/jose-vicente-carratala
2017-09-04 15:49:18,Preparando los siguientes cursos sobre #Arduino e #impresion3d en la UPV
2017-09-04 08:43:27,"Empezando el curso con buen pie, grabando nuevos e interesantes proyectos formativos para #linkedinlearning #video2brain"
2017-09-02 19:00:10,Up in the air...
2017-08-27 13:33:09,De paseo por el Volksgarten en #graz
2017-07-21 09:45:59,"En clase hoy, segunda sesión del curso de creación de sitios web en @ensenyemacademia"
2017-07-19 20:25:28,"En clase hoy, Desarrollo de proyectos arquitectónicos en tiempo real con #unrealengine"
2017-07-19 12:21:22,Pantallazos de la primera clase del curso de Wordpress en ensenyem
2017-07-15 15:36:42,"En la #dreamhack con @aulatematica, con #realidadvirtual y hasta con #darthvader"
2017-07-15 09:12:58,"Un año más, en #dreamhack valencia"
2017-07-14 18:54:19,"En clase hoy, bakeo de luces en #unrealengine"
2017-07-13 10:17:40,"En clase hoy, creación de ciudades procedurales con #unrealengine en @aulatematica"
2017-07-10 09:50:25,... where the grass is green... 🎶
2017-07-08 17:41:42,Spiderweb!
2017-07-06 17:00:23,"Curso presencial de Wordpress en @ensenyemacademia - aprende a crear blogs, páginas web, y tiendas online- http://www.ensenyem.es/wordpress"
2017-06-30 17:11:46,"En clase hoy, última sesión del Master de programación de videojuegos en @aulatematica y como no, con ejercicios de realidad virtual en #unrealengine4 y #unity3d"
2017-06-26 19:09:36,"En clase hoy, creando Serious Games con #unity3d en @aulatematica"
2017-06-25 16:25:10,Días de verano…
2017-06-22 19:41:00,"En clase hoy, creando dinámicamente mundos tridimensionales con #unity3d en @aulatematica"
2017-06-20 19:48:51,"En clase hoy, huyendo de hordas zombie en #unity3d en @aulatematica"
2017-06-15 22:02:51,"Fresnel! Curiosa perspectiva de las gafas de realidad virtual htc vive, pero vistas desde dentro"
2017-06-14 18:39:27,"En clase hoy, creación de interfaces manuales para realidad virtual con #unrealengine4 en @aulatematica"
2017-06-14 18:35:38,"En clase hoy, realidad aumentada con #unrealengine4 en @aulatematica"
2017-06-13 08:47:24,"En clase hoy, luchando contra zombies espaciales en realidad virtual, nada menos! :-) en @aulatematica"
2017-06-12 09:38:12,"Frase de un alumno esta mañana: ""esto es lo que hace José Vicente en las horas de trabajo"" :-D"
2017-06-04 18:47:08,Como algodón
2017-05-29 10:01:49,"En clase hoy, aplicación del dispositivo de captura de movimiento de manos Leap Motion al sector de los videojuegos en @aulatematica"
2017-05-22 19:01:25,Libro épico el que ha traído un alumno esta mañana a clase...
2017-05-22 18:59:23,Webinar gratuito programando videojuegos multiplataforma 2D. Jueves 25 19:00h  http://aulatematica.com/masterclass/?lan=masterclass_prog_vj_may17&from=jocarsa
2017-05-14 17:07:57,Presentación de proyectos de la #studentgamejamvlc entra en los que se encuentran los de los alumnos y exalumnos de @aulatematica
2017-05-13 11:26:08,En la #studentgamejamvlc @asociacionaev con los alumnos y exalumnos de @aulatematica
2017-05-12 18:08:24,"En clase hoy, realidad virtual para arquitectura con @_eavirtual"
2017-05-11 20:53:21,"En clase hoy, diseño de calzado en #autodesk3dsmax con @isafu en @ensenyem"
2017-05-09 19:02:31,"En clase hoy, diseño de calzado con #autodesk3dsmax en @ensenyem con @isafu"
2017-05-03 17:00:42,En clase hoy: desarrollo de juegos y de aplicaciones usando realidad virtual en @aulatematica
2017-04-29 11:24:34,"En clase hoy, iluminación fotorrealista con #unreal en @aulatematica"
2017-04-28 15:18:13,"En clase hoy, trabajando con arquitectura virtual @_eavirtual"
2017-04-22 14:24:50,Primavera
2017-04-11 19:36:40,"Masterclass de programación de videojuegos 2d y 3d, presencial en @aulatematica http://www.aulatematica.com/masterclass/?lan=masterclass_prog_vj_abr2017&from=jocarsa"
2017-04-06 17:02:19,Collage resumen del curso de Rhinoceros para producto industrial en @ensenyem
2017-04-06 16:55:05,"En clase hoy, modelado automotivo en Rhinoceros en @ensenyem"
2017-04-06 12:05:18,Introducción al diseño generativo en el curso de rhinoceros en @ensenyem
2017-04-04 11:21:49,"En clase hoy, diseño para impresión 3D con rhinoceros y cura3d en @ensenyem"
2017-04-04 11:19:36,"En clase hoy, modelado de joyería en Rhinoceros en @ensenyem"
2017-03-30 19:10:25,Good old classic...
2017-03-30 11:57:53,"En clase hoy, desarrollo de ensamblajes de producto con Rhinoceros en @ensenyem"
2017-03-28 11:31:53,"En clase hoy, modelado de un ratón con Rhinoceros en @ensenyem"
2017-03-28 09:43:17,"En clase hoy, modelado de una llanta con Rhinoceros en @ensenyem"
2017-03-25 10:35:13,"En clase hoy, creación de un sistema de chat entre cliente y servidor con unreal Engine en @aulatematica"
2017-03-23 15:00:45,Desarrollo de un robot autónomo con Arduino e impresión 3D
2017-03-23 12:40:13,"En clase hoy, diseño con Rhinoceros en @ensenyem"
2017-03-23 11:48:51,"En clase hoy, diseño de producto en Rhinoceros, en @ensenyem"
2017-03-22 20:55:22,"En clase hoy, exportación de juegos para iPad con unreal engine en @aulatematica"
2017-03-21 12:53:19,"En clase hoy, primera sesión del curso de Rhinoceros en @ensenyem"
2017-03-04 21:05:17,Jugando con el kit Arduino Bq Zum Box
2017-03-03 14:43:53,"En clase hoy, desarrollo e implementación de aplicaciones y juegos para iOS con unreal Engine"
2017-02-21 20:39:30,"En clase hoy, recreando la película Hypercube en realidad virtual con Unreal Engine en @aulatematica"
2017-02-20 17:44:22,"En clase hoy, programación de juegos 2d en C++ en @aulatematica"
2017-02-10 12:39:45,"En clase hoy, desarrollo de juegos 3d en android con unreal engine, en el Master de grafismo de videojuegos en @aulatematica"
2017-02-09 20:34:21,"En clase hoy, en el master de Programacion de Videojuegos de @aulatematica , comparación del rendimiento de los lenguajes de programación Java, JavaScript, Python, C y C++. Y el ganador de esta prueba de hoy es…"
2017-02-08 18:04:00,"En clase hoy, programando El Juego de la Vida en el master de Programacion de Videojuegos, en @aulatematica"
2017-02-01 16:47:22,En clase hoy:Modelado 3D de joyería con rhinoceros en @ensenyem
2017-01-25 16:48:22,"En clase hoy, programación multi hilo en el master de Programacion de Videojuegos de @aulatematica : creando un mundo isométrico lleno de mini-yo's"
2017-01-22 17:56:15,Los alumnos de @aulatematica exponiendo su juego al final de la student game jam
2017-01-21 18:57:31,Primeras 24 horas de la participación de los alumnos y exalumnos de @aulatematica en la global game jam @AEVValencia
2017-01-20 20:44:53,"Los alumnos de @aulatematica , comenzando su participación en la global game jam"
2017-01-19 20:19:59,"Hoy, webinar de programación de videojuegos 2d en @aulatematica"
2017-01-13 15:07:54,Presentaciones aula temática  https://youtu.be/WqRtSgBRj6A
2017-01-12 10:45:25,Próximo webinar gratuito de Programacion de Videojuegos 2D. Más información: https://youtu.be/6_9w1vch26k
2017-01-10 18:04:31,"En clase hoy, programación de aplicaciones de visión artificial aplicadas a los videojuegos, en aula temática de Valencia"
2016-12-09 19:02:30,WEBINAR GRATUITO ARQUITECTURA INTERACTIVA EN TIEMPO REAL - http://www.aulatematica.com/landing/?lan=workshop_arquitectura_rt&from=www - https://www.youtube.com/watch?v=w8t8wOritc0 @aulatematica
2016-12-03 20:35:09,Proyecto de exalumnos del master de arquitectura interactiva @aulatematica https://www.youtube.com/watch?v=gJXQb4V_vYY
2016-11-24 12:48:20,"En clase hoy, realidad virtual con HTC Vive @aulatematica"
2016-11-23 14:25:11,"En clase hoy, finalización del curso en Ensenyem  con Oculus Rift"
2016-11-18 16:22:50,"En clase hoy, último día del master de arquitectura Interactiva en temática de Valencia - y así es como empieza la clase ;-P"
2016-11-18 12:42:23,Pack de gafas de realidad virtual
2016-11-18 12:38:04,En clase hoy
2016-11-18 10:53:00,"En clase hoy, gestión de medios sociales en @ensenyem"
2016-11-17 12:22:35,"En clase hoy, programación de configuradores para aplicaciones móviles usando Phonegap @ensenyem"
2016-11-14 17:47:48,Entrevista para video2brain - LinkedIn - https://www.youtube.com/watch?v=lDjDEEdBpX8
2016-11-09 12:47:09,"En clase de hoy, arquitectura con Unreal @ensenyem"
2016-10-29 14:27:34,Otoño
2016-10-26 11:52:55,"En clase hoy, presentaciones interactivas para arquitectura @ensenyem"
2016-10-24 12:12:35,"Clase de hoy, creación de presentaciones interactivas para arquitectura @ensenyem"
2016-10-22 13:55:26,"En clase hoy, control remoto de aplicaciones de realidad virtual usando dispositivos móviles Android, con unreal engine @aulatematica"
2016-10-16 20:26:50,Grabación del concierto del 11 de septiembre en Black Note con Els Queeners https://www.youtube.com/watch?v=s7g0eNIr_nE
